Date,equity,chosen
2016-11-28,1.0234904525402457,EEM
2016-11-29,1.0249367076607263,EEM
2016-11-30,1.0266717961823815,SPY
2016-12-01,1.0228982756317941,SPY
2016-12-02,1.0234107189013408,SPY
2016-12-05,1.029560448747494,SPY
2016-12-06,1.0328211154169407,SPY
2016-12-07,1.046331140211232,SPY
2016-12-08,1.0488934386812838,SPY
2016-12-09,1.055229257701923,SPY
2016-12-12,1.0540177071321122,SPY
2016-12-13,1.0610524692083783,SPY
2016-12-14,1.0522944523936242,SPY
2016-12-15,1.0566266510792637,SPY
2016-12-16,1.0545600429257156,SPY
2016-12-19,1.0568564293273712,SPY
2016-12-20,1.0609332276014258,SPY
2016-12-21,1.0579810123615332,SPY
2016-12-22,1.0561538728897155,SPY
2016-12-23,1.057699907664152,SPY
2016-12-27,1.0603240442402884,SPY
2016-12-28,1.0515613464533606,SPY
2016-12-29,1.0513268051107605,SPY
2016-12-30,1.0474846303016248,SPY
2017-01-03,1.055497633439884,SPY
2017-01-04,1.0617767059382064,SPY
2017-01-05,1.0609332276014254,SPY
2017-01-06,1.0647291675450556,SPY
2017-01-09,1.0612144965434442,SPY
2017-01-10,1.0612144965434442,SPY
2017-01-11,1.064213767872031,SPY
2017-01-12,1.0615424109625629,SPY
2017-01-13,1.0639793086517495,SPY
2017-01-17,1.060230096307538,SPY
2017-01-18,1.0625735387978876,SPY
2017-01-19,1.0586370875667264,SPY
2017-01-20,1.0625268111984691,SPY
2017-01-23,1.059761916967845,SPY
2017-01-24,1.0665566355061487,SPY
2017-01-25,1.075788333855958,SPY
2017-01-26,1.074663750821796,SPY
2017-01-27,1.0729765477812776,SPY
2017-01-30,1.0663225868974615,SPY
2017-01-31,1.0662287210870303,QQQ
2017-02-01,1.0735898578975391,QQQ
2017-02-02,1.0726482430431838,QQQ
2017-02-03,1.0757295831046816,QQQ
2017-02-06,1.0770135152026903,QQQ
2017-02-07,1.0809508561741574,QQQ
2017-02-08,1.0827481256037557,QQQ
2017-02-09,1.086685743643004,QQQ
2017-02-10,1.090280351769146,QQQ
2017-02-13,1.0964428933582508,QQQ
2017-02-14,1.1001235310304505,QQQ
2017-02-15,1.1066288054648805,QQQ
2017-02-16,1.1062864189542818,QQQ
2017-02-17,1.1110794837679372,QQQ
2017-02-21,1.116556906001118,QQQ
2017-02-22,1.116985668392501,QQQ
2017-02-23,1.1127912085200946,QQQ
2017-02-24,1.1149312800619635,QQQ
2017-02-27,1.1163004797696316,QQQ
2017-02-28,1.1128770302653164,QQQ
2017-03-01,1.1250310240886447,QQQ
2017-03-02,1.1193818198311294,QQQ
2017-03-03,1.1214361388947216,QQQ
2017-03-06,1.1189539579100354,QQQ
2017-03-07,1.1170709360021605,QQQ
2017-03-08,1.119039710388312,QQQ
2017-03-09,1.1198957112982815,QQQ
2017-03-10,1.1246030236336602,QQQ
2017-03-13,1.1264861148084804,QQQ
2017-03-14,1.1237470227236908,QQQ
2017-03-15,1.130680366880051,QQQ
2017-03-16,1.1299097721136317,QQQ
2017-03-17,1.12951515832628,QQQ
2017-03-20,1.13054446513338,QQQ
2017-03-21,1.1133902290630158,QQQ
2017-03-22,1.1209381095580429,QQQ
2017-03-23,1.118107446571572,QQQ
2017-03-24,1.1204234561544928,QQQ
2017-03-27,1.122224673799973,QQQ
2017-03-28,1.1290865344687875,QQQ
2017-03-29,1.1343186131817296,QQQ
2017-03-30,1.1362050984368692,QQQ
2017-03-31,1.1354333953993252,QQQ
2017-04-03,1.134747721907839,QQQ
2017-04-04,1.136548454684702,QQQ
2017-04-05,1.1319169203874773,QQQ
2017-04-06,1.1325169799345776,QQQ
2017-04-07,1.1319169203874773,QQQ
2017-04-10,1.1323457520458053,QQQ
2017-04-11,1.1274568217798602,QQQ
2017-04-12,1.1229109014270213,QQQ
2017-04-13,1.1184508720863497,QQQ
2017-04-17,1.127713871413854,QQQ
2017-04-18,1.1259987525813768,QQQ
2017-04-19,1.127799970226857,QQQ
2017-04-20,1.1372344745109146,QQQ
2017-04-21,1.1369771478091395,QQQ
2017-04-24,1.1507003842781511,QQQ
2017-04-25,1.1590205219462846,QQQ
2017-04-26,1.1573910863251387,QQQ
2017-04-27,1.1643384224044484,QQQ
2017-04-28,1.1663964818830865,QQQ
2017-05-01,1.1767751638984754,QQQ
2017-05-02,1.1787477479666182,QQQ
2017-05-03,1.1749738077191045,QQQ
2017-05-04,1.1754025701104873,QQQ
2017-05-05,1.1796913022954416,QQQ
2017-05-08,1.18226401517763,QQQ
2017-05-09,1.1863815194738123,QQQ
2017-05-10,1.187067539300025,QQQ
2017-05-11,1.1861237079034201,QQQ
2017-05-12,1.1887830044672285,QQQ
2017-05-15,1.1925566676469608,QQQ
2017-05-16,1.1975316967259089,QQQ
2017-05-17,1.1670826402431893,QQQ
2017-05-18,1.1772895402342438,QQQ
2017-05-19,1.1822640151776298,QQQ
2017-05-22,1.1922136577338545,QQQ
2017-05-23,1.1934143309636172,QQQ
2017-05-24,1.1989040134461155,QQQ
2017-05-25,1.2091107749032792,QQQ
2017-05-26,1.2112550024618656,QQQ
2017-05-30,1.2122845863367468,QQQ
2017-05-31,1.2118545771403486,QQQ
2017-06-01,1.2165729029200294,QQQ
2017-06-02,1.2304674365447583,QQQ
2017-06-05,1.2302099020421473,QQQ
2017-06-06,1.2253214566448192,QQQ
2017-06-07,1.2301244266316518,QQQ
2017-06-08,1.2314108523396912,QQQ
2017-06-09,1.2006194786133184,QQQ
2017-06-12,1.1941862418019964,QQQ
2017-06-13,1.2038784883895006,QQQ
2017-06-14,1.1986466174773944,QQQ
2017-06-15,1.193328855553121,QQQ
2017-06-16,1.1881512899261268,QQQ
2017-06-19,1.208018019574287,QQQ
2017-06-20,1.1985576787196341,QQQ
2017-06-21,1.210426431262233,QQQ
2017-06-22,1.2100824516118924,QQQ
2017-06-23,1.2147266617601065,QQQ
2017-06-26,1.2090509282625428,QQQ
2017-06-27,1.187119489508996,QQQ
2017-06-28,1.2042343819544319,QQQ
2017-06-29,1.1833350206857973,QQQ
2017-06-30,1.1837646142805238,QQQ
2017-07-03,1.171294486118864,QQQ
2017-07-05,1.182818981943341,QQQ
2017-07-06,1.1721545045116604,QQQ
2017-07-07,1.1847971073671073,QQQ
2017-07-10,1.1925376885039483,QQQ
2017-07-11,1.1958917325290768,QQQ
2017-07-12,1.210082451611892,QQQ
2017-07-13,1.212748397802449,QQQ
2017-07-14,1.2222950452709407,QQQ
2017-07-17,1.2228971135594544,QQQ
2017-07-18,1.2310674268249124,QQQ
2017-07-19,1.2382921077531879,QQQ
2017-07-20,1.2399261149927232,QQQ
2017-07-21,1.2394100762502671,QQQ
2017-07-24,1.2450860868156122,QQQ
2017-07-25,1.241904517484271,QQQ
2017-07-26,1.245945966674518,QQQ
2017-07-27,1.2381193559916195,QQQ
2017-07-28,1.2370879711761604,QQQ
2017-07-31,1.2318416927394327,EEM
2017-08-01,1.2354976409789067,EEM
2017-08-02,1.2366230737685233,EEM
2017-08-03,1.2315604957049324,EEM
2017-08-04,1.2360601639782307,EEM
2017-08-07,1.2444977511074413,EEM
2017-08-08,1.2447790770722647,EEM
2017-08-09,1.2335295195980502,EEM
2017-08-10,1.2042799997274132,EEM
2017-08-11,1.207092356863386,EEM
2017-08-14,1.219467347127217,EEM
2017-08-15,1.220873203369396,EEM
2017-08-16,1.2335295195980505,EEM
2017-08-17,1.2177797781292459,EEM
2017-08-18,1.228185744499959,EEM
2017-08-21,1.2326856706339033,EEM
2017-08-22,1.2464662592792672,EEM
2017-08-23,1.2523725573766824,EEM
2017-08-24,1.2563095737203338,EEM
2017-08-25,1.2636221148508968,EEM
2017-08-28,1.2591224465775985,EEM
2017-08-29,1.2568722256499805,EEM
2017-08-30,1.2588409916824523,EEM
2017-08-31,1.260809757714924,EEM
2017-09-01,1.2700909359476358,EEM
2017-09-05,1.25349760337533,EEM
2017-09-06,1.261653477748748,EEM
2017-09-07,1.2709343981208137,EEM
2017-09-08,1.262496810991603,EEM
2017-09-11,1.2793718563197012,EEM
2017-09-12,1.2779654843562303,EEM
2017-09-13,1.271215724085637,EEM
2017-09-14,1.2745906042209336,EEM
2017-09-15,1.282184213455674,EEM
2017-09-18,1.2866840106592952,EEM
2017-09-19,1.289496625655914,EEM
2017-09-20,1.2835907143494678,EEM
2017-09-21,1.2835907143494678,EEM
2017-09-22,1.2762783021492277,EEM
2017-09-25,1.2546223915133308,EEM
2017-09-26,1.2512473824477113,EEM
2017-09-27,1.2467475852440901,EEM
2017-09-28,1.2459038652102659,EEM
2017-09-29,1.2602472347155995,EEM
2017-10-02,1.260528560680423,EEM
2017-10-03,1.2804966444577026,EEM
2017-10-04,1.2802155763535252,EEM
2017-10-05,1.2897778226904144,EEM
2017-10-06,1.2833092594543216,EEM
2017-10-09,1.2824654104901745,EEM
2017-10-10,1.2951209531368908,EEM
2017-10-11,1.3010275090949521,EEM
2017-10-12,1.3004651150259514,EEM
2017-10-13,1.3122770665691665,EEM
2017-10-16,1.3114332176050194,EEM
2017-10-17,1.3046835862647492,EEM
2017-10-18,1.3077773982958687,EEM
2017-10-19,1.2962461280658617,EEM
2017-10-20,1.3010275090949521,EEM
2017-10-23,1.290621542724239,EEM
2017-10-24,1.290621542724239,EEM
2017-10-25,1.28780892772762,EEM
2017-10-26,1.279090659285201,EEM
2017-10-27,1.2976523710990093,EEM
2017-10-30,1.2894966256559142,EEM
2017-10-31,1.3015897742336298,QQQ
2017-11-01,1.3011618889491288,QQQ
2017-11-02,1.2986809242725423,QQQ
2017-11-03,1.3111709947237231,QQQ
2017-11-06,1.3156192417430606,QQQ
2017-11-07,1.3163892152627283,QQQ
2017-11-08,1.3216929578605252,QQQ
2017-11-09,1.3147638836598727,QQQ
2017-11-10,1.314678361601081,QQQ
2017-11-13,1.3163036932039367,QQQ
2017-11-14,1.3115129454636185,QQQ
2017-11-15,1.3053538447826338,QQQ
2017-11-16,1.3220354585815055,QQQ
2017-11-17,1.3169878696742696,QQQ
2017-11-20,1.3159618799593125,QQQ
2017-11-21,1.3302473636640326,QQQ
2017-11-22,1.3318733827432452,QQQ
2017-11-24,1.336749377551812,QQQ
2017-11-27,1.3361503106544563,QQQ
2017-11-28,1.3395721554730224,QQQ
2017-11-29,1.3162181711451446,QQQ
2017-11-30,1.3272536791205103,QQQ
2017-12-01,1.3216072983064615,QQQ
2017-12-04,1.3063806594692189,QQQ
2017-12-05,1.3072362925429495,QQQ
2017-12-06,1.313138002075931,QQQ
2017-12-07,1.3175869365716248,QQQ
2017-12-08,1.3234038115221716,QQQ
2017-12-11,1.3336693459778697,QQQ
2017-12-12,1.3318733827432447,QQQ
2017-12-13,1.3344398694786228,QQQ
2017-12-14,1.3334987143461003,QQQ
2017-12-15,1.3486406560961794,QQQ
2017-12-18,1.3599478547277708,QQQ
2017-12-19,1.3518891193775489,QQQ
2017-12-20,1.3504319444915778,QQQ
2017-12-21,1.3506034010949752,QQQ
2017-12-22,1.3490600166738556,QQQ
2017-12-26,1.3417740047487288,QQQ
2017-12-27,1.3419455988473976,QQQ
2017-12-28,1.3435736803556806,QQQ
2017-12-29,1.335258516324355,QQQ
2018-01-02,1.3586617239593832,QQQ
2018-01-03,1.3718631949446285,QQQ
2018-01-04,1.3742633124016497,QQQ
2018-01-05,1.3880649502464215,QQQ
2018-01-08,1.3934660394963476,QQQ
2018-01-09,1.393551836545682,QQQ
2018-01-10,1.3902940235858594,QQQ
2018-01-11,1.3998095213362383,QQQ
2018-01-12,1.410096917540084,QQQ
2018-01-16,1.40606775610788,QQQ
2018-01-17,1.4212409092845601,QQQ
2018-01-18,1.421498162937292,QQQ
2018-01-19,1.4259553471492683,QQQ
2018-01-22,1.441214847356368,QQQ
2018-01-23,1.4531308750495822,QQQ
2018-01-24,1.4437010368532663,QQQ
2018-01-25,1.4431869420336167,QQQ
