Date,equity,chosen
2020-06-15,1.0,CASH
2020-06-16,1.0,CASH
2020-06-17,1.0,CASH
2020-06-18,1.0,CASH
2020-06-19,1.0,CASH
2020-06-22,1.0,CASH
2020-06-23,1.0,CASH
2020-06-24,1.0,CASH
2020-06-25,1.0,CASH
2020-06-26,1.0,CASH
2020-06-29,1.0,CASH
2020-06-30,1.0,CASH
2020-07-01,1.0,CASH
2020-07-02,1.0,CASH
2020-07-06,1.0,CASH
2020-07-07,1.0,CASH
2020-07-08,1.0,CASH
2020-07-09,1.0,CASH
2020-07-10,1.0,CASH
2020-07-13,1.0,CASH
2020-07-14,1.0,CASH
2020-07-15,1.0,CASH
2020-07-16,1.0,CASH
2020-07-17,1.0,CASH
2020-07-20,1.0,CASH
2020-07-21,1.0,CASH
2020-07-22,1.0,CASH
2020-07-23,1.0,CASH
2020-07-24,1.0,CASH
2020-07-27,1.0,CASH
2020-07-28,1.0,CASH
2020-07-29,1.0,CASH
2020-07-30,1.0,CASH
2020-07-31,1.0,CASH
2020-08-03,1.0,CASH
2020-08-04,1.0,CASH
2020-08-05,1.0,CASH
2020-08-06,1.0,CASH
2020-08-07,1.0,CASH
2020-08-10,1.0,CASH
2020-08-11,1.0,CASH
2020-08-12,1.0,CASH
2020-08-13,1.0,CASH
2020-08-14,1.0,CASH
2020-08-17,1.0,CASH
2020-08-18,1.0,CASH
2020-08-19,1.0,CASH
2020-08-20,1.0,CASH
2020-08-21,1.0,CASH
2020-08-24,1.0,CASH
2020-08-25,1.0,CASH
2020-08-26,1.0,CASH
2020-08-27,1.0,CASH
2020-08-28,1.0,CASH
2020-08-31,1.0,CASH
2020-09-01,1.0,CASH
2020-09-02,1.0,CASH
2020-09-03,1.0,CASH
2020-09-04,1.0,CASH
2020-09-08,1.0,CASH
2020-09-09,1.0,CASH
2020-09-10,1.0,CASH
2020-09-11,1.0,CASH
2020-09-14,1.0,CASH
2020-09-15,1.0,CASH
2020-09-16,1.0,CASH
2020-09-17,1.0,CASH
2020-09-18,1.0,CASH
2020-09-21,1.0,CASH
2020-09-22,1.0,CASH
2020-09-23,1.0,CASH
2020-09-24,1.0,CASH
2020-09-25,1.0,CASH
2020-09-28,1.0,CASH
2020-09-29,1.0,CASH
2020-09-30,1.0,CASH
2020-10-01,1.0,CASH
2020-10-02,1.0,CASH
2020-10-05,1.0,CASH
2020-10-06,1.0,CASH
2020-10-07,1.0,CASH
2020-10-08,1.0,CASH
2020-10-09,1.0,CASH
2020-10-12,1.0,CASH
2020-10-13,1.0,CASH
2020-10-14,1.0,CASH
2020-10-15,1.0,CASH
2020-10-16,1.0,CASH
2020-10-19,1.0,CASH
2020-10-20,1.0,CASH
2020-10-21,1.0,CASH
2020-10-22,1.0,CASH
2020-10-23,1.0,CASH
2020-10-26,1.0,CASH
2020-10-27,1.0,CASH
2020-10-28,1.0,CASH
2020-10-29,1.0,CASH
2020-10-30,1.0,CASH
2020-11-02,1.0,CASH
2020-11-03,1.0,CASH
2020-11-04,1.0,CASH
2020-11-05,1.0,CASH
2020-11-06,1.0,CASH
2020-11-09,1.0,CASH
2020-11-10,1.0,CASH
2020-11-11,1.0,CASH
2020-11-12,1.0,CASH
2020-11-13,1.0,CASH
2020-11-16,1.0,CASH
2020-11-17,1.0,CASH
2020-11-18,1.0,CASH
2020-11-19,1.0,CASH
2020-11-20,1.0,CASH
2020-11-23,1.0,CASH
2020-11-24,1.0,CASH
2020-11-25,1.0,CASH
2020-11-27,1.0,CASH
2020-11-30,1.0,CASH
2020-12-01,1.0,CASH
2020-12-02,1.0,CASH
2020-12-03,1.0,CASH
2020-12-04,1.0,CASH
2020-12-07,1.0,CASH
2020-12-08,1.0,CASH
2020-12-09,1.0,CASH
2020-12-10,1.0,CASH
2020-12-11,1.0,CASH
2020-12-14,1.0,CASH
2020-12-15,1.0,CASH
2020-12-16,1.0,CASH
2020-12-17,1.0,CASH
2020-12-18,1.0,CASH
2020-12-21,1.0,CASH
2020-12-22,1.0,CASH
2020-12-23,1.0,CASH
2020-12-24,1.0,CASH
2020-12-28,1.0,CASH
2020-12-29,1.0,CASH
2020-12-30,1.0,CASH
2020-12-31,1.0,CASH
2021-01-04,1.0,CASH
2021-01-05,1.0,CASH
2021-01-06,1.0,CASH
2021-01-07,1.0,CASH
2021-01-08,1.0,CASH
2021-01-11,1.0,CASH
2021-01-12,1.0,CASH
2021-01-13,1.0,CASH
2021-01-14,1.0,CASH
2021-01-15,1.0,CASH
2021-01-19,1.0,CASH
2021-01-20,1.0,CASH
2021-01-21,1.0,CASH
2021-01-22,1.0,CASH
2021-01-25,1.0,CASH
2021-01-26,1.0,CASH
2021-01-27,1.0,CASH
2021-01-28,1.0,CASH
2021-01-29,1.0,CASH
2021-02-01,1.0,CASH
2021-02-02,1.0,CASH
2021-02-03,1.0,CASH
2021-02-04,1.0,CASH
2021-02-05,1.0,CASH
2021-02-08,1.0,CASH
2021-02-09,1.0,CASH
2021-02-10,1.0,CASH
2021-02-11,1.0,CASH
2021-02-12,1.0,CASH
2021-02-16,1.0,CASH
2021-02-17,1.0,CASH
2021-02-18,1.0,CASH
2021-02-19,1.0,CASH
2021-02-22,1.0,CASH
2021-02-23,1.0,CASH
2021-02-24,1.0,CASH
2021-02-25,1.0,CASH
2021-02-26,1.0,CASH
2021-03-01,1.0,CASH
2021-03-02,1.0,CASH
2021-03-03,1.0,CASH
2021-03-04,1.0,CASH
2021-03-05,1.0,CASH
2021-03-08,1.0,CASH
2021-03-09,1.0,CASH
2021-03-10,1.0,CASH
2021-03-11,1.0,CASH
2021-03-12,1.0,CASH
2021-03-15,1.0,CASH
2021-03-16,1.0,CASH
2021-03-17,1.0,CASH
2021-03-18,1.0,CASH
2021-03-19,1.0,CASH
2021-03-22,1.0,CASH
2021-03-23,1.0,CASH
2021-03-24,1.0,CASH
2021-03-25,1.0,CASH
2021-03-26,1.0,CASH
2021-03-29,1.0,CASH
2021-03-30,1.0,CASH
2021-03-31,1.0,QQQ
2021-04-01,1.0170465301568186,QQQ
2021-04-05,1.0373517852217797,QQQ
2021-04-06,1.0366309223251062,QQQ
2021-04-07,1.0391378228131973,QQQ
2021-04-08,1.0499795653945705,QQQ
2021-04-09,1.056340733235711,QQQ
2021-04-12,1.0549619133946233,QQQ
2021-04-13,1.0672767364549232,QQQ
2021-04-14,1.0544609264592066,QQQ
2021-04-15,1.070441692177979,QQQ
2021-04-16,1.0716950932767495,QQQ
2021-04-19,1.0618872689950913,QQQ
2021-04-20,1.0541471830223128,QQQ
2021-04-21,1.0631718281983404,QQQ
2021-04-22,1.050356018202624,QQQ
2021-04-23,1.063579242529771,QQQ
2021-04-26,1.0705044015491378,QQQ
2021-04-27,1.065866758509357,QQQ
2021-04-28,1.0622630337692913,QQQ
2021-04-29,1.0660861430178619,QQQ
2021-04-30,1.059098176336786,QQQ
2021-05-03,1.0534579696828694,QQQ
2021-05-04,1.034500278063967,QQQ
2021-05-05,1.0310218737756682,QQQ
2021-05-06,1.038793019562375,QQQ
2021-05-07,1.0472223188745966,QQQ
2021-05-10,1.0207754770581008,QQQ
2021-05-11,1.0193652042408834,QQQ
2021-05-12,0.9929811700860967,QQQ
2021-05-13,1.0006582518160654,QQQ
2021-05-14,1.0227494461818938,QQQ
2021-05-17,1.0165452483497508,QQQ
2021-05-18,1.0096826021204417,QQQ
2021-05-19,1.0108419391624741,QQQ
2021-05-20,1.0303952715168336,QQQ
2021-05-21,1.0246923554917586,QQQ
2021-05-24,1.0419266205998519,QQQ
2021-05-25,1.043368051521548,QQQ
2021-05-26,1.0470029343660923,QQQ
2021-05-27,1.0430860559324349,QQQ
2021-05-28,1.046376430397808,QQQ
2021-06-01,1.042897927818959,QQQ
2021-06-02,1.0449344097328095,QQQ
2021-06-03,1.0340617056280585,QQQ
2021-06-04,1.0516091244297434,QQQ
2021-06-07,1.0547426271766696,QQQ
2021-06-08,1.0552441055648383,QQQ
2021-06-09,1.0554947464683722,QQQ
2021-06-10,1.0664933607681926,QQQ
2021-06-11,1.0692821585548467,QQQ
2021-06-14,1.0795287518535148,QQQ
2021-06-15,1.072478567254032,QQQ
2021-06-16,1.0685616888203744,QQQ
2021-06-17,1.0821296181077935,QQQ
2021-06-18,1.073637806005514,QQQ
2021-06-21,1.080310358310339,QQQ
2021-06-22,1.0903808149426808,QQQ
2021-06-23,1.0909141394691808,QQQ
2021-06-24,1.0976591319096545,QQQ
2021-06-25,1.0963098975242387,QQQ
2021-06-28,1.1096430106867392,QQQ
2021-06-29,1.1136585728330037,QQQ
2021-06-30,1.1119017275350567,QQQ
2021-07-01,1.1123409880048187,QQQ
2021-07-02,1.125109225374139,QQQ
2021-07-06,1.1299719537743484,QQQ
2021-07-07,1.132356285946084,QQQ
2021-07-08,1.1255168362866705,QQQ
2021-07-09,1.1325441191879089,QQQ
2021-07-12,1.1369676854089066,QQQ
2021-07-13,1.1369676854089066,QQQ
2021-07-14,1.1390069194581687,QQQ
2021-07-15,1.1310069532701181,QQQ
2021-07-16,1.121846175681779,QQQ
2021-07-19,1.1126548297322638,QQQ
2021-07-20,1.1255797422389304,QQQ
2021-07-21,1.1342694132191762,QQQ
2021-07-22,1.1417675078568565,QQQ
2021-07-23,1.1551003261477057,QQQ
2021-07-26,1.1560100051917084,QQQ
2021-07-27,1.1432734173796186,QQQ
2021-07-28,1.1476654323339361,QQQ
2021-07-29,1.1497044698020973,QQQ
2021-07-30,1.1437122846871788,QQQ
2021-08-02,1.1438067419061184,QQQ
2021-08-03,1.1507394692978665,QQQ
2021-08-04,1.152402348829626,QQQ
2021-08-05,1.1597119221916288,QQQ
2021-08-06,1.1546296127018136,QQQ
2021-08-09,1.1567632056794648,QQQ
2021-08-10,1.150833926516806,QQQ
2021-08-11,1.1488573035481522,QQQ
2021-08-12,1.1529982844367341,QQQ
2021-08-13,1.1570454961402294,QQQ
2021-08-16,1.1575472694000493,QQQ
2021-08-17,1.147351787187592,QQQ
2021-08-18,1.1363088438495388,QQQ
2021-08-19,1.1417988625424356,QQQ
2021-08-20,1.153626066182174,QQQ
2021-08-23,1.1708800876908987,QQQ
2021-08-24,1.1744564876579517,QQQ
2021-08-25,1.175805623752817,QQQ
2021-08-26,1.1683392769629175,QQQ
2021-08-27,1.179695668866214,QQQ
2021-08-30,1.1929344231003252,QQQ
2021-08-31,1.1919619363946135,QQQ
2021-09-01,1.1939381662010657,QQQ
2021-09-02,1.1933734869889865,QQQ
2021-09-03,1.1970437544316765,QQQ
2021-09-07,1.1987380869395659,QQQ
2021-09-08,1.1945657513654044,QQQ
2021-09-09,1.190456125162402,QQQ
2021-09-10,1.1814210611880314,QQQ
2021-09-13,1.1806051513291156,QQQ
2021-09-14,1.1772489221949707,QQQ
2021-09-15,1.1860013025463751,QQQ
2021-09-16,1.1868167209525389,QQQ
2021-09-17,1.1727624500217135,QQQ
2021-09-20,1.1485293079814494,QQQ
2021-09-21,1.1499427260962798,QQQ
2021-09-22,1.1606836225729371,QQQ
2021-09-23,1.1713932626545653,QQQ
2021-09-24,1.1724924458797494,QQQ
2021-09-27,1.1631332196701416,QQQ
2021-09-28,1.1302196459613698,QQQ
2021-09-29,1.128366377633475,QQQ
2021-09-30,1.1242207770890238,QQQ
2021-10-01,1.131193017282035,QQQ
2021-10-04,1.107450050216643,QQQ
2021-10-05,1.1223991583183595,QQQ
2021-10-06,1.1295914710537285,QQQ
2021-10-07,1.1399554232695808,QQQ
2021-10-08,1.1342708875774314,QQQ
2021-10-11,1.1255714858326955,QQQ
2021-10-12,1.1216454663778503,QQQ
2021-10-13,1.1306277483266531,QQQ
2021-10-14,1.151450208267848,QQQ
2021-10-15,1.158704837212174,QQQ
2021-10-18,1.1703567888005395,QQQ
2021-10-19,1.1792132588448232,QQQ
2021-10-20,1.1776745202782257,QQQ
2021-10-21,1.184866636432494,QQQ
2021-10-22,1.1749105900008243,QQQ
2021-10-25,1.1869394858499946,QQQ
2021-10-26,1.1906767874480613,QQQ
2021-10-27,1.1934404228538116,QQQ
2021-10-28,1.206693822379933,QQQ
2021-10-29,1.212629687009469,QQQ
2021-11-01,1.2167751892633696,QQQ
2021-11-02,1.2218631996051081,QQQ
2021-11-03,1.2348339155082637,QQQ
2021-11-04,1.2506630189077603,QQQ
2021-11-05,1.251856167899132,QQQ
2021-11-08,1.2501604593235371,QQQ
2021-11-09,1.241554826763888,QQQ
2021-11-10,1.223307972405518,QQQ
2021-11-11,1.2266997827189097,QQQ
2021-11-12,1.2396077892509063,QQQ
2021-11-15,1.2393250073373898,QQQ
2021-11-16,1.2481502209866446,QQQ
2021-11-17,1.2488097505798652,QQQ
2021-11-18,1.2617493083785423,QQQ
2021-11-19,1.2687840613616113,QQQ
2021-11-22,1.2540545343495004,QQQ
2021-11-23,1.2483386439717719,QQQ
2021-11-24,1.2523588257739053,QQQ
2021-11-26,1.2286155638368619,QQQ
2021-11-29,1.255279431188653,QQQ
2021-11-30,1.2368439572640548,QQQ
2021-12-01,1.2158017196521536,QQQ
2021-12-02,1.224564027349149,QQQ
2021-12-03,1.2032705590904114,QQQ
2021-12-06,1.212912370632435,QQQ
2021-12-07,1.2494376306158554,QQQ
2021-12-08,1.2550281022512668,QQQ
2021-12-09,1.23656147022219,QQQ
2021-12-10,1.250003292733439,QQQ
2021-12-13,1.2319444681979945,QQQ
2021-12-14,1.2191937265466466,QQQ
2021-12-15,1.2469882300997517,QQQ
2021-12-16,1.2149223140976766,QQQ
2021-12-17,1.2088610307258232,QQQ
2021-12-20,1.1971346731908008,QQQ
2021-12-21,1.2239267114203205,QQQ
2021-12-22,1.2388323750987578,QQQ
2021-12-23,1.2481719431982845,QQQ
2021-12-27,1.2688009673362812,QQQ
2021-12-28,1.262920341996073,QQQ
2021-12-29,1.262731722429845,QQQ
2021-12-30,1.258958249909229,QQQ
2021-12-31,1.2510967751066997,SPY
2022-01-03,1.2583404441831203,SPY
2022-01-04,1.2579189016027277,SPY
2022-01-05,1.2337642999157825,SPY
2022-01-06,1.2326053331992777,SPY
2022-01-07,1.22773196204123,SPY
2022-01-10,1.2262044103549343,SPY
2022-01-11,1.237372958600475,SPY
2022-01-12,1.2407183544113425,SPY
2022-01-13,1.2236229598515689,SPY
2022-01-14,1.2241234728208914,SPY
2022-01-18,1.2024446606126387,SPY
2022-01-19,1.1899590354083796,SPY
2022-01-20,1.1767886047499025,SPY
2022-01-21,1.1536873934869658,SPY
2022-01-24,1.1585867774233414,SPY
2022-01-25,1.144441503068901,SPY
2022-01-26,1.1415702685203206,SPY
2022-01-27,1.13593354518001,SPY
2022-01-28,1.1641447845712531,SPY
2022-01-31,1.1851123548860756,SPY
2022-02-01,1.193119715073467,SPY
2022-02-02,1.2047099753637542,SPY
2022-02-03,1.1763934986087228,SPY
2022-02-04,1.1819249845852449,SPY
2022-02-07,1.1781317792191262,SPY
2022-02-08,1.1878255639246194,SPY
2022-02-09,1.2052104036009,SPY
2022-02-10,1.1835581972962137,SPY
2022-02-11,1.1602198206699565,SPY
2022-02-14,1.1564267847681917,SPY
2022-02-15,1.1750763369178274,SPY
2022-02-16,1.1763934986087228,SPY
2022-02-17,1.1512639684936372,SPY
2022-02-18,1.1438094010287547,SPY
2022-02-22,1.1315345894807805,SPY
2022-02-23,1.1114626382764607,SPY
2022-02-24,1.128189024205559,SPY
2022-02-25,1.1530814736895012,SPY
2022-02-28,1.150131353484168,SPY
2022-03-01,1.1326146705405324,SPY
2022-03-02,1.1534503128558227,SPY
2022-03-03,1.1477078437586616,SPY
2022-03-04,1.1383831524160208,SPY
2022-03-07,1.104824634800974,SPY
2022-03-08,1.0964483507150842,SPY
2022-03-09,1.1258446543333367,SPY
2022-03-10,1.120760977912066,SPY
2022-03-11,1.106510550926014,SPY
2022-03-14,1.098423796688808,SPY
2022-03-15,1.1225784831079302,SPY
2022-03-16,1.1474708478596953,SPY
2022-03-17,1.1618267664060666,SPY
2022-03-18,1.174551929474601,SPY
2022-03-21,1.1742084252291916,SPY
2022-03-22,1.1879483408490392,SPY
2022-03-23,1.1726495226374196,SPY
2022-03-24,1.190326349395516,SPY
2022-03-25,1.1961394851282643,SPY
2022-03-28,1.2046475277493323,SPY
2022-03-29,1.219550307765825,SPY
2022-03-30,1.2120197355382063,SPY
2022-03-31,1.1933650994579528,SPY
2022-04-01,1.1967474384979762,SPY
2022-04-04,1.206999184588773,SPY
2022-04-05,1.1917533239877558,SPY
2022-04-06,1.1798365058874518,SPY
2022-04-07,1.185781569619732,SPY
2022-04-08,1.182611061022117,SPY
2022-04-11,1.1623974376179147,SPY
2022-04-12,1.158090585795044,SPY
2022-04-13,1.1713548149734196,SPY
2022-04-14,1.1567693569596547,SPY
2022-04-18,1.157245043401127,SPY
2022-04-19,1.1759258617240622,SPY
2022-04-20,1.1750540523552861,SPY
2022-04-21,1.1574828018896863,SPY
2022-04-22,1.125722470534156,SPY
2022-04-25,1.1322488817325818,SPY
2022-04-26,1.099457952908646,SPY
2022-04-27,1.1025494063851542,SPY
2022-04-28,1.1303991783094716,SPY
2022-04-29,1.0886245204229956,SPY
2022-05-02,1.0951775375249881,SPY
2022-05-03,1.1001978342778904,SPY
2022-05-04,1.1337020385675038,SPY
2022-05-05,1.093407058687339,SPY
2022-05-06,1.0868805627567362,SPY
2022-05-09,1.0520818202674767,SPY
2022-05-10,1.0545126169602015,SPY
2022-05-11,1.0377603877171295,SPY
2022-05-12,1.03667717156683,SPY
2022-05-13,1.0614619264538516,SPY
2022-05-16,1.0571547357022733,SPY
2022-05-17,1.0789010794555658,SPY
2022-05-18,1.0354087308776885,SPY
2022-05-19,1.0290672900215736,SPY
2022-05-20,1.0295164552916563,SPY
2022-05-23,1.048778960009445,SPY
2022-05-24,1.040772786072531,SPY
2022-05-25,1.049967752452241,SPY
2022-05-26,1.070947608932723,SPY
2022-05-27,1.0972385629974455,SPY
2022-05-31,1.0910818382871106,CASH
2022-06-01,1.0910818382871106,CASH
2022-06-02,1.0910818382871106,CASH
2022-06-03,1.0910818382871106,CASH
2022-06-06,1.0910818382871106,CASH
2022-06-07,1.0910818382871106,CASH
2022-06-08,1.0910818382871106,CASH
2022-06-09,1.0910818382871106,CASH
2022-06-10,1.0910818382871106,CASH
2022-06-13,1.0910818382871106,CASH
2022-06-14,1.0910818382871106,CASH
2022-06-15,1.0910818382871106,CASH
2022-06-16,1.0910818382871106,CASH
2022-06-17,1.0910818382871106,CASH
2022-06-21,1.0910818382871106,CASH
2022-06-22,1.0910818382871106,CASH
2022-06-23,1.0910818382871106,CASH
2022-06-24,1.0910818382871106,CASH
2022-06-27,1.0910818382871106,CASH
2022-06-28,1.0910818382871106,CASH
2022-06-29,1.0910818382871106,CASH
2022-06-30,1.0910818382871106,CASH
2022-07-01,1.0910818382871106,CASH
2022-07-05,1.0910818382871106,CASH
2022-07-06,1.0910818382871106,CASH
2022-07-07,1.0910818382871106,CASH
2022-07-08,1.0910818382871106,CASH
2022-07-11,1.0910818382871106,CASH
2022-07-12,1.0910818382871106,CASH
2022-07-13,1.0910818382871106,CASH
2022-07-14,1.0910818382871106,CASH
2022-07-15,1.0910818382871106,CASH
2022-07-18,1.0910818382871106,CASH
2022-07-19,1.0910818382871106,CASH
2022-07-20,1.0910818382871106,CASH
2022-07-21,1.0910818382871106,CASH
2022-07-22,1.0910818382871106,CASH
2022-07-25,1.0910818382871106,CASH
2022-07-26,1.0910818382871106,CASH
2022-07-27,1.0910818382871106,CASH
2022-07-28,1.0910818382871106,CASH
2022-07-29,1.0910818382871106,CASH
2022-08-01,1.0910818382871106,CASH
2022-08-02,1.0910818382871106,CASH
2022-08-03,1.0910818382871106,CASH
2022-08-04,1.0910818382871106,CASH
2022-08-05,1.0910818382871106,CASH
2022-08-08,1.0910818382871106,CASH
2022-08-09,1.0910818382871106,CASH
2022-08-10,1.0910818382871106,CASH
2022-08-11,1.0910818382871106,CASH
2022-08-12,1.0910818382871106,CASH
2022-08-15,1.0910818382871106,CASH
2022-08-16,1.0910818382871106,CASH
2022-08-17,1.0910818382871106,CASH
2022-08-18,1.0910818382871106,CASH
2022-08-19,1.0910818382871106,CASH
2022-08-22,1.0910818382871106,CASH
2022-08-23,1.0910818382871106,CASH
2022-08-24,1.0910818382871106,CASH
2022-08-25,1.0910818382871106,CASH
2022-08-26,1.0910818382871106,CASH
2022-08-29,1.0910818382871106,CASH
2022-08-30,1.0910818382871106,CASH
2022-08-31,1.0910818382871106,CASH
2022-09-01,1.0910818382871106,CASH
2022-09-02,1.0910818382871106,CASH
2022-09-06,1.0910818382871106,CASH
2022-09-07,1.0910818382871106,CASH
2022-09-08,1.0910818382871106,CASH
2022-09-09,1.0910818382871106,CASH
2022-09-12,1.0910818382871106,CASH
2022-09-13,1.0910818382871106,CASH
2022-09-14,1.0910818382871106,CASH
2022-09-15,1.0910818382871106,CASH
2022-09-16,1.0910818382871106,CASH
2022-09-19,1.0910818382871106,CASH
2022-09-20,1.0910818382871106,CASH
2022-09-21,1.0910818382871106,CASH
2022-09-22,1.0910818382871106,CASH
2022-09-23,1.0910818382871106,CASH
2022-09-26,1.0910818382871106,CASH
2022-09-27,1.0910818382871106,CASH
2022-09-28,1.0910818382871106,CASH
2022-09-29,1.0910818382871106,CASH
2022-09-30,1.0910818382871106,CASH
2022-10-03,1.0910818382871106,CASH
2022-10-04,1.0910818382871106,CASH
2022-10-05,1.0910818382871106,CASH
2022-10-06,1.0910818382871106,CASH
2022-10-07,1.0910818382871106,CASH
2022-10-10,1.0910818382871106,CASH
2022-10-11,1.0910818382871106,CASH
2022-10-12,1.0910818382871106,CASH
2022-10-13,1.0910818382871106,CASH
2022-10-14,1.0910818382871106,CASH
2022-10-17,1.0910818382871106,CASH
2022-10-18,1.0910818382871106,CASH
2022-10-19,1.0910818382871106,CASH
2022-10-20,1.0910818382871106,CASH
2022-10-21,1.0910818382871106,CASH
2022-10-24,1.0910818382871106,CASH
2022-10-25,1.0910818382871106,CASH
2022-10-26,1.0910818382871106,CASH
2022-10-27,1.0910818382871106,CASH
2022-10-28,1.0910818382871106,CASH
2022-10-31,1.0910818382871106,CASH
2022-11-01,1.0910818382871106,CASH
2022-11-02,1.0910818382871106,CASH
2022-11-03,1.0910818382871106,CASH
2022-11-04,1.0910818382871106,CASH
2022-11-07,1.0910818382871106,CASH
2022-11-08,1.0910818382871106,CASH
2022-11-09,1.0910818382871106,CASH
2022-11-10,1.0910818382871106,CASH
2022-11-11,1.0910818382871106,CASH
2022-11-14,1.0910818382871106,CASH
2022-11-15,1.0910818382871106,CASH
2022-11-16,1.0910818382871106,CASH
2022-11-17,1.0910818382871106,CASH
2022-11-18,1.0910818382871106,CASH
2022-11-21,1.0910818382871106,CASH
2022-11-22,1.0910818382871106,CASH
2022-11-23,1.0910818382871106,CASH
2022-11-25,1.0910818382871106,CASH
2022-11-28,1.0910818382871106,CASH
2022-11-29,1.0910818382871106,CASH
2022-11-30,1.0910818382871106,CASH
2022-12-01,1.0910818382871106,CASH
2022-12-02,1.0910818382871106,CASH
2022-12-05,1.0910818382871106,CASH
2022-12-06,1.0910818382871106,CASH
2022-12-07,1.0910818382871106,CASH
2022-12-08,1.0910818382871106,CASH
2022-12-09,1.0910818382871106,CASH
2022-12-12,1.0910818382871106,CASH
2022-12-13,1.0910818382871106,CASH
2022-12-14,1.0910818382871106,CASH
2022-12-15,1.0910818382871106,CASH
2022-12-16,1.0910818382871106,CASH
2022-12-19,1.0910818382871106,CASH
2022-12-20,1.0910818382871106,CASH
2022-12-21,1.0910818382871106,CASH
2022-12-22,1.0910818382871106,CASH
2022-12-23,1.0910818382871106,CASH
2022-12-27,1.0910818382871106,CASH
2022-12-28,1.0910818382871106,CASH
2022-12-29,1.0910818382871106,CASH
2022-12-30,1.0910818382871106,CASH
2023-01-03,1.0910818382871106,CASH
2023-01-04,1.0910818382871106,CASH
2023-01-05,1.0910818382871106,CASH
2023-01-06,1.0910818382871106,CASH
2023-01-09,1.0910818382871106,CASH
2023-01-10,1.0910818382871106,CASH
2023-01-11,1.0910818382871106,CASH
2023-01-12,1.0910818382871106,CASH
2023-01-13,1.0910818382871106,CASH
2023-01-17,1.0910818382871106,CASH
2023-01-18,1.0910818382871106,CASH
2023-01-19,1.0910818382871106,CASH
2023-01-20,1.0910818382871106,CASH
2023-01-23,1.0910818382871106,CASH
2023-01-24,1.0910818382871106,CASH
